Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2026-01-02,471.8630065917969,472.94000244140625,484.6600036621094,470.1600036621094,484.3900146484375,25571600
2026-01-05,471.773193359375,472.8500061035156,476.07000732421875,469.5,474.05999755859375,25250300
2026-01-06,477.4203186035156,478.510009765625,478.739990234375,469.75,473.79998779296875,23037700
2026-01-07,482.3690185546875,483.4700012207031,489.70001220703125,477.95001220703125,479.760009765625,25564200
2026-01-08,477.0212097167969,478.1099853515625,482.6600036621094,475.8599853515625,481.239990234375,18162600
2026-01-09,478.1885681152344,479.2799987792969,479.82000732421875,472.20001220703125,474.05999755859375,18491000
2026-01-12,476.09332275390625,477.17999267578125,480.989990234375,475.67999267578125,476.6700134277344,23519900
2026-01-13,469.5981750488281,470.6700134277344,475.7799987792969,465.95001220703125,474.67999267578125,28545800
2026-01-14,458.3338928222656,459.3800048828125,468.20001220703125,457.1700134277344,466.4599914550781,28184300
2026-01-15,455.6200866699219,456.6600036621094,464.25,455.8999938964844,464.1199951171875,23225800
2026-01-16,458.8127746582031,459.8599853515625,463.19000244140625,456.4800109863281,457.8299865722656,34246700
2026-01-20,453.48492431640625,454.5199890136719,456.79998779296875,449.2799987792969,451.2200012207031,26130000
2026-01-21,443.0986328125,444.1099853515625,452.69000244140625,438.67999267578125,452.6000061035156,37980500
2026-01-22,450.1126403808594,451.1400146484375,452.8399963378906,444.70001220703125,447.6199951171875,25349400
2026-01-23,464.888916015625,465.95001220703125,471.1000061035156,450.5299987792969,451.8699951171875,38000200
2026-01-26,469.20904541015625,470.2799987792969,474.25,462.0,465.30999755859375,29291200
2026-01-27,479.485595703125,480.5799865722656,482.8699951171875,473.1600036621094,473.70001220703125,29213900
2026-01-28,480.533203125,481.6300048828125,483.739990234375,478.0,483.2099914550781,36875400
2026-01-29,432.5128173828125,433.5,442.5,421.0199890136719,439.989990234375,128855300
2026-01-30,429.31011962890625,430.2900085449219,439.6000061035156,426.45001220703125,439.1700134277344,58566800
2026-02-02,422.4058837890625,423.3699951171875,430.739990234375,422.25,430.239990234375,42219900
2026-02-03,410.2735595703125,411.2099914550781,422.04998779296875,408.55999755859375,422.010009765625,61424100
2026-02-04,413.2467956542969,414.19000244140625,419.79998779296875,409.239990234375,411.0,45012400
2026-02-05,392.7735290527344,393.6700134277344,408.29998779296875,392.32000732421875,407.44000244140625,66289200
2026-02-06,400.22650146484375,401.1400146484375,401.7900085449219,392.9200134277344,399.1700134277344,53515300
2026-02-09,412.65814208984375,413.6000061035156,414.8900146484375,400.8699951171875,404.8500061035156,45480500
2026-02-10,412.328857421875,413.2699890136719,423.67999267578125,412.70001220703125,419.6199951171875,44857900
2026-02-11,403.4491271972656,404.3699951171875,416.4599914550781,401.010009765625,416.17999267578125,42491000
2026-02-12,400.9248962402344,401.8399963378906,406.20001220703125,398.010009765625,405.0,40802400
2026-02-13,400.4060974121094,401.32000732421875,405.5400085449219,398.04998779296875,404.45001220703125,34091600
2026-02-17,395.95623779296875,396.8599853515625,400.5199890136719,394.5299987792969,399.2200012207031,32078800
2026-02-18,398.69000244140625,399.6000061035156,402.55999755859375,396.32000732421875,398.1300048828125,23223400
2026-02-19,398.4599914550781,398.4599914550781,404.42999267578125,396.6700134277344,400.69000244140625,28234000
2026-02-20,397.2300109863281,397.2300109863281,400.1199951171875,395.1600036621094,396.1099853515625,34015200
2026-02-23,384.4700012207031,384.4700012207031,395.3599853515625,383.1000061035156,395.0,43238300
2026-02-24,389.0,389.0,389.3599853515625,381.7099914550781,384.1400146484375,33884700
2026-02-25,400.6000061035156,400.6000061035156,401.4700012207031,390.1600036621094,390.5299987792969,43625500
2026-02-26,401.7200012207031,401.7200012207031,407.489990234375,398.739990234375,404.7099914550781,34405900
2026-02-27,392.739990234375,392.739990234375,396.82000732421875,389.8800048828125,390.8800048828125,51367200
2026-03-02,398.54998779296875,398.54998779296875,401.19000244140625,390.6300048828125,392.8599853515625,35474900
2026-03-03,403.92999267578125,403.92999267578125,406.70001220703125,392.6700134277344,393.1400146484375,38199200
